cell_id,week_index,year,week,date,treated,post,covid_active,vessel_density,dvm_amplitude,sst,log_chla,bathymetry,season_sin,season_cos,season_q
CELL_044,23,2018,24,2018-06-11,1,0,0,17.032,-4.7011,15.704,0.6337,355.3,0.2393,-0.9709,1
CELL_045,23,2018,24,2018-06-11,1,0,0,37.026,-11.741,16.432,0.5178,597.5,0.2393,-0.9709,1
CELL_046,23,2018,24,2018-06-11,1,0,0,25.474,-7.1496,14.489,1.0105,387.0,0.2393,-0.9709,1
CELL_047,23,2018,24,2018-06-11,1,0,0,43.778,-13.8163,14.623,0.9549,512.0,0.2393,-0.9709,1
CELL_048,23,2018,24,2018-06-11,1,0,0,39.405,-12.8034,16.217,-0.4925,528.0,0.2393,-0.9709,1
CELL_049,23,2018,24,2018-06-11,1,0,0,35.199,-10.5315,14.874,0.7362,310.9,0.2393,-0.9709,1
CELL_050,23,2018,24,2018-06-11,0,0,0,3.249,-0.3006,15.6,0.6007,3706.5,0.2393,-0.9709,1
CELL_051,23,2018,24,2018-06-11,0,0,0,3.104,0.0579,16.323,0.6912,1566.6,0.2393,-0.9709,1
CELL_052,23,2018,24,2018-06-11,0,0,0,2.68,0.0161,15.069,0.4555,1263.7,0.2393,-0.9709,1
CELL_053,23,2018,24,2018-06-11,0,0,0,0.0,0.9746,14.955,0.8048,2366.2,0.2393,-0.9709,1
CELL_054,23,2018,24,2018-06-11,0,0,0,0.0,0.6211,14.784,0.3159,3954.1,0.2393,-0.9709,1
CELL_055,23,2018,24,2018-06-11,0,0,0,8.543,-1.6538,16.28,1.056,1574.6,0.2393,-0.9709,1
CELL_056,23,2018,24,2018-06-11,0,0,0,0.0,1.0931,14.458,-0.0098,2950.8,0.2393,-0.9709,1
CELL_057,23,2018,24,2018-06-11,0,0,0,2.834,-0.1135,14.435,0.3281,3237.2,0.2393,-0.9709,1
CELL_058,23,2018,24,2018-06-11,0,0,0,6.238,-0.7873,15.637,0.1295,1560.4,0.2393,-0.9709,1
CELL_059,23,2018,24,2018-06-11,0,0,0,2.599,0.0485,15.311,0.887,3130.3,0.2393,-0.9709,1
CELL_060,23,2018,24,2018-06-11,0,0,0,1.802,0.5476,15.909,0.1147,1976.9,0.2393,-0.9709,1
CELL_061,23,2018,24,2018-06-11,0,0,0,5.328,-1.033,17.079,0.8463,2823.4,0.2393,-0.9709,1
CELL_062,23,2018,24,2018-06-11,0,0,0,4.353,-0.4081,14.577,0.6014,2827.3,0.2393,-0.9709,1
CELL_063,23,2018,24,2018-06-11,0,0,0,4.371,-0.5548,15.529,0.7334,2514.5,0.2393,-0.9709,1
CELL_064,23,2018,24,2018-06-11,0,0,0,5.825,-0.1383,14.454,0.3836,1088.9,0.2393,-0.9709,1
CELL_065,23,2018,24,2018-06-11,0,0,0,3.568,-0.6257,15.419,1.4917,3473.0,0.2393,-0.9709,1
CELL_066,23,2018,24,2018-06-11,0,0,0,3.587,-0.4263,16.806,0.5666,1826.5,0.2393,-0.9709,1
CELL_067,23,2018,24,2018-06-11,0,0,0,3.128,-0.1709,15.794,0.8158,1396.9,0.2393,-0.9709,1
CELL_068,23,2018,24,2018-06-11,0,0,0,1.698,0.2033,15.167,0.6716,930.5,0.2393,-0.9709,1
CELL_069,23,2018,24,2018-06-11,0,0,0,3.851,-0.6393,16.169,0.362,2690.9,0.2393,-0.9709,1
CELL_070,23,2018,24,2018-06-11,0,0,0,1.231,0.2748,14.813,0.3219,2968.2,0.2393,-0.9709,1
CELL_071,23,2018,24,2018-06-11,0,0,0,4.317,-0.0559,16.193,1.0109,853.1,0.2393,-0.9709,1
CELL_072,23,2018,24,2018-06-11,0,0,0,0.0,0.9087,15.403,1.0288,2438.7,0.2393,-0.9709,1
CELL_073,23,2018,24,2018-06-11,0,0,0,5.688,-0.2747,17.294,1.0745,1524.8,0.2393,-0.9709,1
CELL_074,23,2018,24,2018-06-11,0,0,0,1.793,0.4225,16.21,0.1847,2864.6,0.2393,-0.9709,1
CELL_075,23,2018,24,2018-06-11,0,0,0,3.904,-0.2134,15.668,1.2016,1358.0,0.2393,-0.9709,1
CELL_076,23,2018,24,2018-06-11,0,0,0,4.85,-1.0512,15.512,0.0288,3011.0,0.2393,-0.9709,1
CELL_077,23,2018,24,2018-06-11,0,0,0,0.0,0.9737,16.273,0.5669,2037.6,0.2393,-0.9709,1
CELL_078,23,2018,24,2018-06-11,0,0,0,3.404,-0.4654,15.248,0.8877,3797.5,0.2393,-0.9709,1
CELL_079,23,2018,24,2018-06-11,0,0,0,0.998,1.1419,14.759,0.872,1240.1,0.2393,-0.9709,1
CELL_080,23,2018,24,2018-06-11,0,0,0,1.711,0.8755,15.535,0.6996,1891.4,0.2393,-0.9709,1
CELL_081,23,2018,24,2018-06-11,0,0,0,1.958,0.8963,13.907,0.2599,1163.1,0.2393,-0.9709,1
CELL_082,23,2018,24,2018-06-11,0,0,0,8.189,-2.8999,16.901,0.4471,3759.0,0.2393,-0.9709,1
CELL_083,23,2018,24,2018-06-11,0,0,0,0.701,0.9836,14.945,0.4446,3607.5,0.2393,-0.9709,1
CELL_084,23,2018,24,2018-06-11,0,0,0,6.411,-1.4312,15.618,0.0987,1625.4,0.2393,-0.9709,1
CELL_085,23,2018,24,2018-06-11,0,0,0,5.526,-1.0604,15.994,0.7395,2911.9,0.2393,-0.9709,1
CELL_086,23,2018,24,2018-06-11,0,0,0,3.712,-1.0663,15.777,0.0083,3415.1,0.2393,-0.9709,1
CELL_087,23,2018,24,2018-06-11,0,0,0,3.264,0.039,15.248,1.3382,2576.6,0.2393,-0.9709,1
CELL_088,23,2018,24,2018-06-11,0,0,0,3.78,-0.4854,15.428,0.5753,2494.9,0.2393,-0.9709,1
CELL_089,23,2018,24,2018-06-11,0,0,0,3.209,0.2235,15.997,0.9662,1573.9,0.2393,-0.9709,1
CELL_090,23,2018,24,2018-06-11,0,0,0,8.983,-1.8946,15.002,1.3807,1097.9,0.2393,-0.9709,1
CELL_091,23,2018,24,2018-06-11,0,0,0,1.038,0.425,14.028,0.3207,3671.1,0.2393,-0.9709,1
CELL_092,23,2018,24,2018-06-11,0,0,0,3.912,-1.0361,15.631,-0.0529,3681.3,0.2393,-0.9709,1
CELL_093,23,2018,24,2018-06-11,0,0,0,4.139,-0.7255,14.015,0.0531,2825.9,0.2393,-0.9709,1
CELL_094,23,2018,24,2018-06-11,0,0,0,5.571,-1.0653,15.589,0.8747,1884.9,0.2393,-0.9709,1
CELL_095,23,2018,24,2018-06-11,0,0,0,8.042,-2.1224,16.477,-0.4556,1917.5,0.2393,-0.9709,1
CELL_096,23,2018,24,2018-06-11,0,0,0,6.284,-1.4315,15.951,0.2043,3123.1,0.2393,-0.9709,1
CELL_097,23,2018,24,2018-06-11,0,0,0,1.95,-0.1242,15.524,1.1422,3670.8,0.2393,-0.9709,1
CELL_098,23,2018,24,2018-06-11,0,0,0,6.756,-1.7418,14.811,0.1198,3638.7,0.2393,-0.9709,1
CELL_099,23,2018,24,2018-06-11,0,0,0,6.617,-1.6226,16.117,-0.1143,3295.6,0.2393,-0.9709,1
CELL_000,24,2018,25,2018-06-18,1,0,0,32.697,-9.9018,14.756,-0.0645,424.7,0.1205,-0.9927,1
CELL_001,24,2018,25,2018-06-18,1,0,0,15.674,-3.9613,16.159,1.2447,770.4,0.1205,-0.9927,1
CELL_002,24,2018,25,2018-06-18,1,0,0,21.763,-5.779,14.775,0.855,639.2,0.1205,-0.9927,1
CELL_003,24,2018,25,2018-06-18,1,0,0,37.955,-12.1796,14.519,-0.38,559.2,0.1205,-0.9927,1
CELL_004,24,2018,25,2018-06-18,1,0,0,31.808,-9.7721,15.48,0.7245,293.6,0.1205,-0.9927,1
CELL_005,24,2018,25,2018-06-18,1,0,0,11.276,-2.6175,14.327,0.3201,293.6,0.1205,-0.9927,1
CELL_006,24,2018,25,2018-06-18,1,0,0,18.774,-5.2819,16.312,0.5341,234.9,0.1205,-0.9927,1
CELL_007,24,2018,25,2018-06-18,1,0,0,31.069,-9.5399,14.823,0.0582,719.7,0.1205,-0.9927,1
CELL_008,24,2018,25,2018-06-18,1,0,0,16.028,-4.2378,14.891,0.7011,560.7,0.1205,-0.9927,1
CELL_009,24,2018,25,2018-06-18,1,0,0,15.476,-4.0953,15.233,0.1368,624.8,0.1205,-0.9927,1
CELL_010,24,2018,25,2018-06-18,1,0,0,26.509,-8.3873,15.07,0.361,212.4,0.1205,-0.9927,1
CELL_011,24,2018,25,2018-06-18,1,0,0,33.253,-10.3435,13.572,0.5422,781.9,0.1205,-0.9927,1
CELL_012,24,2018,25,2018-06-18,1,0,0,33.07,-10.3595,16.149,-0.21,699.5,0.1205,-0.9927,1
CELL_013,24,2018,25,2018-06-18,1,0,0,20.054,-5.5606,15.07,0.5802,327.4,0.1205,-0.9927,1
CELL_014,24,2018,25,2018-06-18,1,0,0,31.923,-9.378,13.83,0.9663,309.1,0.1205,-0.9927,1
CELL_015,24,2018,25,2018-06-18,1,0,0,22.767,-6.7376,14.475,0.1439,310.0,0.1205,-0.9927,1
CELL_016,24,2018,25,2018-06-18,1,0,0,23.853,-6.9144,13.891,1.3967,382.5,0.1205,-0.9927,1
CELL_017,24,2018,25,2018-06-18,1,0,0,34.21,-10.7248,15.977,0.7719,514.9,0.1205,-0.9927,1
CELL_018,24,2018,25,2018-06-18,1,0,0,29.304,-8.3745,13.618,0.8573,459.2,0.1205,-0.9927,1
CELL_019,24,2018,25,2018-06-18,1,0,0,35.353,-11.5042,13.812,-0.7568,374.7,0.1205,-0.9927,1
CELL_020,24,2018,25,2018-06-18,1,0,0,31.213,-9.3725,16.003,0.8089,567.1,0.1205,-0.9927,1
CELL_021,24,2018,25,2018-06-18,1,0,0,28.407,-8.2919,14.257,1.1751,283.7,0.1205,-0.9927,1
CELL_022,24,2018,25,2018-06-18,1,0,0,13.137,-3.4938,14.184,0.0432,375.3,0.1205,-0.9927,1
CELL_023,24,2018,25,2018-06-18,1,0,0,25.319,-7.2574,14.637,0.4339,419.8,0.1205,-0.9927,1
CELL_024,24,2018,25,2018-06-18,1,0,0,20.237,-5.8248,16.215,0.1367,473.6,0.1205,-0.9927,1
CELL_025,24,2018,25,2018-06-18,1,0,0,20.537,-5.796,14.822,0.6946,671.1,0.1205,-0.9927,1
CELL_026,24,2018,25,2018-06-18,1,0,0,37.819,-11.6596,13.825,1.7239,319.8,0.1205,-0.9927,1
CELL_027,24,2018,25,2018-06-18,1,0,0,26.226,-7.7253,13.437,0.3325,508.5,0.1205,-0.9927,1
CELL_028,24,2018,25,2018-06-18,1,0,0,38.247,-12.0193,12.545,0.5554,555.4,0.1205,-0.9927,1
CELL_029,24,2018,25,2018-06-18,1,0,0,31.427,-9.7401,13.894,0.0446,227.9,0.1205,-0.9927,1
CELL_030,24,2018,25,2018-06-18,1,0,0,32.766,-10.6605,14.343,-0.1244,564.5,0.1205,-0.9927,1
CELL_031,24,2018,25,2018-06-18,1,0,0,29.602,-8.6987,13.686,0.383,302.3,0.1205,-0.9927,1
CELL_032,24,2018,25,2018-06-18,1,0,0,28.193,-8.3514,14.063,0.5854,239.0,0.1205,-0.9927,1
CELL_033,24,2018,25,2018-06-18,1,0,0,24.974,-7.9152,14.603,-0.3939,769.3,0.1205,-0.9927,1
CELL_034,24,2018,25,2018-06-18,1,0,0,19.949,-6.0537,14.04,0.2438,779.4,0.1205,-0.9927,1
CELL_035,24,2018,25,2018-06-18,1,0,0,33.215,-10.6473,15.568,-0.0762,685.0,0.1205,-0.9927,1
CELL_036,24,2018,25,2018-06-18,1,0,0,23.024,-6.9101,15.693,-0.2743,382.8,0.1205,-0.9927,1
CELL_037,24,2018,25,2018-06-18,1,0,0,16.174,-4.2178,14.642,-0.7661,258.6,0.1205,-0.9927,1
CELL_038,24,2018,25,2018-06-18,1,0,0,34.175,-10.7175,14.817,-0.0432,610.5,0.1205,-0.9927,1
CELL_039,24,2018,25,2018-06-18,1,0,0,22.968,-6.586,15.451,0.7923,464.1,0.1205,-0.9927,1
CELL_040,24,2018,25,2018-06-18,1,0,0,37.189,-11.4843,14.563,0.4334,273.2,0.1205,-0.9927,1
CELL_041,24,2018,25,2018-06-18,1,0,0,41.866,-13.6307,15.618,-0.2374,497.1,0.1205,-0.9927,1
CELL_042,24,2018,25,2018-06-18,1,0,0,39.345,-11.8768,15.218,0.1577,220.6,0.1205,-0.9927,1
CELL_043,24,2018,25,2018-06-18,1,0,0,21.7,-5.7891,13.857,0.5891,745.6,0.1205,-0.9927,1
CELL_044,24,2018,25,2018-06-18,1,0,0,13.714,-3.1981,14.511,1.011,355.3,0.1205,-0.9927,1
CELL_045,24,2018,25,2018-06-18,1,0,0,37.539,-11.7018,15.176,0.6086,597.5,0.1205,-0.9927,1
CELL_046,24,2018,25,2018-06-18,1,0,0,28.288,-8.3641,14.969,0.6182,387.0,0.1205,-0.9927,1
CELL_047,24,2018,25,2018-06-18,1,0,0,40.145,-12.211,14.767,0.472,512.0,0.1205,-0.9927,1
CELL_048,24,2018,25,2018-06-18,1,0,0,42.123,-13.4285,13.517,0.4773,528.0,0.1205,-0.9927,1
CELL_049,24,2018,25,2018-06-18,1,0,0,35.703,-10.9862,15.045,0.807,310.9,0.1205,-0.9927,1
CELL_050,24,2018,25,2018-06-18,0,0,0,0.0,0.4644,13.951,0.9206,3706.5,0.1205,-0.9927,1
CELL_051,24,2018,25,2018-06-18,0,0,0,7.657,-1.4857,15.14,1.1304,1566.6,0.1205,-0.9927,1
CELL_052,24,2018,25,2018-06-18,0,0,0,0.171,1.5143,15.068,1.1096,1263.7,0.1205,-0.9927,1
CELL_053,24,2018,25,2018-06-18,0,0,0,0.489,0.5978,14.793,0.2059,2366.2,0.1205,-0.9927,1
CELL_054,24,2018,25,2018-06-18,0,0,0,3.264,-0.6979,13.765,0.0254,3954.1,0.1205,-0.9927,1
CELL_055,24,2018,25,2018-06-18,0,0,0,1.232,0.7133,14.84,1.0531,1574.6,0.1205,-0.9927,1
CELL_056,24,2018,25,2018-06-18,0,0,0,0.0,0.9176,15.395,1.3152,2950.8,0.1205,-0.9927,1
CELL_057,24,2018,25,2018-06-18,0,0,0,2.972,-0.0707,15.136,1.2833,3237.2,0.1205,-0.9927,1
CELL_058,24,2018,25,2018-06-18,0,0,0,3.036,0.38,15.228,0.8719,1560.4,0.1205,-0.9927,1
CELL_059,24,2018,25,2018-06-18,0,0,0,2.761,-0.1235,15.519,0.7363,3130.3,0.1205,-0.9927,1
CELL_060,24,2018,25,2018-06-18,0,0,0,3.039,0.4601,13.642,0.8153,1976.9,0.1205,-0.9927,1
CELL_061,24,2018,25,2018-06-18,0,0,0,3.345,-0.188,14.697,0.4925,2823.4,0.1205,-0.9927,1
CELL_062,24,2018,25,2018-06-18,0,0,0,4.473,-0.3383,14.598,0.8542,2827.3,0.1205,-0.9927,1
CELL_063,24,2018,25,2018-06-18,0,0,0,2.875,0.0853,14.623,0.3982,2514.5,0.1205,-0.9927,1
CELL_064,24,2018,25,2018-06-18,0,0,0,4.973,0.3054,14.411,1.4567,1088.9,0.1205,-0.9927,1
CELL_065,24,2018,25,2018-06-18,0,0,0,1.409,0.2239,15.18,0.5315,3473.0,0.1205,-0.9927,1
CELL_066,24,2018,25,2018-06-18,0,0,0,6.081,-1.1884,15.675,0.6451,1826.5,0.1205,-0.9927,1
CELL_067,24,2018,25,2018-06-18,0,0,0,7.611,-1.4937,14.91,0.5331,1396.9,0.1205,-0.9927,1
CELL_068,24,2018,25,2018-06-18,0,0,0,1.792,0.1204,14.731,0.179,930.5,0.1205,-0.9927,1
CELL_069,24,2018,25,2018-06-18,0,0,0,0.0,0.8036,13.61,0.0325,2690.9,0.1205,-0.9927,1
CELL_070,24,2018,25,2018-06-18,0,0,0,1.71,0.2081,14.506,-0.7055,2968.2,0.1205,-0.9927,1
CELL_071,24,2018,25,2018-06-18,0,0,0,3.264,0.2003,15.08,1.4261,853.1,0.1205,-0.9927,1
CELL_072,24,2018,25,2018-06-18,0,0,0,5.247,-0.9599,13.951,0.5917,2438.7,0.1205,-0.9927,1
CELL_073,24,2018,25,2018-06-18,0,0,0,4.444,-0.004,15.032,0.395,1524.8,0.1205,-0.9927,1
CELL_074,24,2018,25,2018-06-18,0,0,0,1.554,0.6269,14.305,0.1889,2864.6,0.1205,-0.9927,1
CELL_075,24,2018,25,2018-06-18,0,0,0,1.287,0.4282,15.456,1.0837,1358.0,0.1205,-0.9927,1
CELL_076,24,2018,25,2018-06-18,0,0,0,7.49,-1.8627,16.372,0.5983,3011.0,0.1205,-0.9927,1
CELL_077,24,2018,25,2018-06-18,0,0,0,3.19,-0.1964,14.503,0.5635,2037.6,0.1205,-0.9927,1
CELL_078,24,2018,25,2018-06-18,0,0,0,5.35,-1.1078,15.122,0.7304,3797.5,0.1205,-0.9927,1
CELL_079,24,2018,25,2018-06-18,0,0,0,0.86,1.4432,14.297,1.4201,1240.1,0.1205,-0.9927,1
CELL_080,24,2018,25,2018-06-18,0,0,0,1.991,0.8045,14.67,0.0615,1891.4,0.1205,-0.9927,1
CELL_081,24,2018,25,2018-06-18,0,0,0,3.428,-0.4111,13.821,0.247,1163.1,0.1205,-0.9927,1
CELL_082,24,2018,25,2018-06-18,0,0,0,2.842,-0.5227,13.949,0.781,3759.0,0.1205,-0.9927,1
CELL_083,24,2018,25,2018-06-18,0,0,0,7.163,-1.584,15.842,0.8629,3607.5,0.1205,-0.9927,1
CELL_084,24,2018,25,2018-06-18,0,0,0,4.958,-0.6922,13.503,0.4054,1625.4,0.1205,-0.9927,1
CELL_085,24,2018,25,2018-06-18,0,0,0,6.406,-1.6629,16.781,0.7222,2911.9,0.1205,-0.9927,1
CELL_086,24,2018,25,2018-06-18,0,0,0,1.688,-0.1796,14.821,0.516,3415.1,0.1205,-0.9927,1
CELL_087,24,2018,25,2018-06-18,0,0,0,2.378,0.1295,13.729,-0.0001,2576.6,0.1205,-0.9927,1
CELL_088,24,2018,25,2018-06-18,0,0,0,2.722,0.1729,15.154,-0.2124,2494.9,0.1205,-0.9927,1
CELL_089,24,2018,25,2018-06-18,0,0,0,3.486,-0.1088,14.544,0.6376,1573.9,0.1205,-0.9927,1
CELL_090,24,2018,25,2018-06-18,0,0,0,6.239,-0.7529,15.184,0.9526,1097.9,0.1205,-0.9927,1
CELL_091,24,2018,25,2018-06-18,0,0,0,2.719,0.3768,14.606,1.6469,3671.1,0.1205,-0.9927,1
CELL_092,24,2018,25,2018-06-18,0,0,0,1.016,0.1489,14.803,0.3048,3681.3,0.1205,-0.9927,1
CELL_093,24,2018,25,2018-06-18,0,0,0,2.423,0.4104,14.394,1.3781,2825.9,0.1205,-0.9927,1
CELL_094,24,2018,25,2018-06-18,0,0,0,0.0,1.1039,15.697,1.0171,1884.9,0.1205,-0.9927,1
CELL_095,24,2018,25,2018-06-18,0,0,0,7.088,-1.0149,14.036,0.2372,1917.5,0.1205,-0.9927,1
CELL_096,24,2018,25,2018-06-18,0,0,0,4.749,-0.6075,13.227,0.4407,3123.1,0.1205,-0.9927,1
CELL_097,24,2018,25,2018-06-18,0,0,0,5.542,-1.2107,14.735,0.2615,3670.8,0.1205,-0.9927,1
CELL_098,24,2018,25,2018-06-18,0,0,0,4.996,-0.9989,14.123,1.0498,3638.7,0.1205,-0.9927,1
CELL_099,24,2018,25,2018-06-18,0,0,0,4.779,-0.9143,14.866,-0.063,3295.6,0.1205,-0.9927,1
CELL_000,25,2018,26,2018-06-25,1,0,0,31.058,-9.0644,13.844,1.0362,424.7,-0.0,-1.0,1
CELL_001,25,2018,26,2018-06-25,1,0,0,18.813,-5.0447,14.008,0.9281,770.4,-0.0,-1.0,1
CELL_002,25,2018,26,2018-06-25,1,0,0,19.068,-5.2363,13.989,-0.0772,639.2,-0.0,-1.0,1
CELL_003,25,2018,26,2018-06-25,1,0,0,37.383,-11.8422,13.598,0.9532,559.2,-0.0,-1.0,1
CELL_004,25,2018,26,2018-06-25,1,0,0,29.316,-8.8265,14.822,0.5578,293.6,-0.0,-1.0,1
CELL_005,25,2018,26,2018-06-25,1,0,0,15.732,-4.3753,14.144,-0.3583,293.6,-0.0,-1.0,1
CELL_006,25,2018,26,2018-06-25,1,0,0,20.77,-5.9278,13.473,0.2408,234.9,-0.0,-1.0,1
CELL_007,25,2018,26,2018-06-25,1,0,0,31.414,-9.4318,13.534,0.6434,719.7,-0.0,-1.0,1
CELL_008,25,2018,26,2018-06-25,1,0,0,16.674,-4.6111,13.159,0.2298,560.7,-0.0,-1.0,1
CELL_009,25,2018,26,2018-06-25,1,0,0,19.931,-4.9046,13.365,0.8578,624.8,-0.0,-1.0,1
CELL_010,25,2018,26,2018-06-25,1,0,0,26.741,-7.5812,13.607,0.134,212.4,-0.0,-1.0,1
CELL_011,25,2018,26,2018-06-25,1,0,0,31.438,-10.3253,15.342,-0.2333,781.9,-0.0,-1.0,1
CELL_012,25,2018,26,2018-06-25,1,0,0,29.926,-9.0813,13.323,0.2661,699.5,-0.0,-1.0,1
CELL_013,25,2018,26,2018-06-25,1,0,0,18.968,-4.8369,14.927,1.0119,327.4,-0.0,-1.0,1
CELL_014,25,2018,26,2018-06-25,1,0,0,33.852,-10.5953,14.074,0.1515,309.1,-0.0,-1.0,1
CELL_015,25,2018,26,2018-06-25,1,0,0,21.657,-5.8863,13.061,-0.097,310.0,-0.0,-1.0,1
CELL_016,25,2018,26,2018-06-25,1,0,0,26.936,-7.9621,14.315,0.9532,382.5,-0.0,-1.0,1
CELL_017,25,2018,26,2018-06-25,1,0,0,30.987,-9.5567,14.49,0.6846,514.9,-0.0,-1.0,1
CELL_018,25,2018,26,2018-06-25,1,0,0,30.756,-9.7046,14.77,-0.0929,459.2,-0.0,-1.0,1
CELL_019,25,2018,26,2018-06-25,1,0,0,34.214,-10.9498,14.068,-0.1439,374.7,-0.0,-1.0,1
CELL_020,25,2018,26,2018-06-25,1,0,0,30.029,-9.149,13.792,-0.3437,567.1,-0.0,-1.0,1
CELL_021,25,2018,26,2018-06-25,1,0,0,31.702,-9.2438,14.108,1.1707,283.7,-0.0,-1.0,1
CELL_022,25,2018,26,2018-06-25,1,0,0,18.897,-5.1822,14.06,0.4113,375.3,-0.0,-1.0,1
CELL_023,25,2018,26,2018-06-25,1,0,0,23.41,-6.8897,12.494,0.646,419.8,-0.0,-1.0,1
CELL_024,25,2018,26,2018-06-25,1,0,0,19.706,-5.7441,14.0,0.3524,473.6,-0.0,-1.0,1
CELL_025,25,2018,26,2018-06-25,1,0,0,21.431,-6.1879,14.773,-0.1642,671.1,-0.0,-1.0,1
CELL_026,25,2018,26,2018-06-25,1,0,0,36.205,-11.5368,15.694,0.1944,319.8,-0.0,-1.0,1
CELL_027,25,2018,26,2018-06-25,1,0,0,21.043,-5.935,13.95,0.5142,508.5,-0.0,-1.0,1
CELL_028,25,2018,26,2018-06-25,1,0,0,36.175,-11.0475,13.243,0.9653,555.4,-0.0,-1.0,1
CELL_029,25,2018,26,2018-06-25,1,0,0,33.86,-10.3501,13.579,0.1826,227.9,-0.0,-1.0,1
CELL_030,25,2018,26,2018-06-25,1,0,0,31.624,-9.7916,13.029,0.9487,564.5,-0.0,-1.0,1
CELL_031,25,2018,26,2018-06-25,1,0,0,23.928,-7.1774,15.495,-0.2969,302.3,-0.0,-1.0,1
CELL_032,25,2018,26,2018-06-25,1,0,0,29.561,-8.8951,11.751,0.2663,239.0,-0.0,-1.0,1
CELL_033,25,2018,26,2018-06-25,1,0,0,28.022,-8.6563,14.723,0.2063,769.3,-0.0,-1.0,1
CELL_034,25,2018,26,2018-06-25,1,0,0,18.502,-5.6239,12.872,-0.2489,779.4,-0.0,-1.0,1
CELL_035,25,2018,26,2018-06-25,1,0,0,35.08,-10.8892,12.788,0.537,685.0,-0.0,-1.0,1
CELL_036,25,2018,26,2018-06-25,1,0,0,21.814,-6.2046,15.091,0.1808,382.8,-0.0,-1.0,1
CELL_037,25,2018,26,2018-06-25,1,0,0,15.683,-3.8305,13.878,1.55,258.6,-0.0,-1.0,1
CELL_038,25,2018,26,2018-06-25,1,0,0,33.715,-10.0898,14.525,0.1602,610.5,-0.0,-1.0,1
CELL_039,25,2018,26,2018-06-25,1,0,0,15.732,-4.1781,13.583,-0.2042,464.1,-0.0,-1.0,1
CELL_040,25,2018,26,2018-06-25,1,0,0,36.285,-11.4243,14.346,0.3068,273.2,-0.0,-1.0,1
CELL_041,25,2018,26,2018-06-25,1,0,0,39.626,-12.1973,13.785,-0.1443,497.1,-0.0,-1.0,1
CELL_042,25,2018,26,2018-06-25,1,0,0,36.897,-11.6977,12.226,-0.021,220.6,-0.0,-1.0,1
CELL_043,25,2018,26,2018-06-25,1,0,0,25.906,-7.8244,14.257,0.5994,745.6,-0.0,-1.0,1
CELL_044,25,2018,26,2018-06-25,1,0,0,14.828,-3.5517,13.703,0.3594,355.3,-0.0,-1.0,1
CELL_045,25,2018,26,2018-06-25,1,0,0,38.88,-12.1643,14.4,0.6498,597.5,-0.0,-1.0,1
CELL_046,25,2018,26,2018-06-25,1,0,0,26.281,-7.7252,14.287,0.9944,387.0,-0.0,-1.0,1
CELL_047,25,2018,26,2018-06-25,1,0,0,37.455,-11.7737,13.051,0.4915,512.0,-0.0,-1.0,1
CELL_048,25,2018,26,2018-06-25,1,0,0,40.015,-12.6327,13.913,0.9673,528.0,-0.0,-1.0,1
CELL_049,25,2018,26,2018-06-25,1,0,0,35.919,-11.1284,14.898,1.0916,310.9,-0.0,-1.0,1
CELL_050,25,2018,26,2018-06-25,0,0,0,3.879,-0.5402,14.236,0.5868,3706.5,-0.0,-1.0,1
CELL_051,25,2018,26,2018-06-25,0,0,0,7.845,-1.4814,12.488,0.1894,1566.6,-0.0,-1.0,1
CELL_052,25,2018,26,2018-06-25,0,0,0,5.208,-0.5558,15.082,0.9991,1263.7,-0.0,-1.0,1
CELL_053,25,2018,26,2018-06-25,0,0,0,4.414,-0.0122,13.429,0.8654,2366.2,-0.0,-1.0,1
CELL_054,25,2018,26,2018-06-25,0,0,0,3.783,-0.9741,14.085,0.2341,3954.1,-0.0,-1.0,1
CELL_055,25,2018,26,2018-06-25,0,0,0,4.833,-0.9084,13.108,0.0034,1574.6,-0.0,-1.0,1
CELL_056,25,2018,26,2018-06-25,0,0,0,0.212,0.7353,13.978,0.5368,2950.8,-0.0,-1.0,1
CELL_057,25,2018,26,2018-06-25,0,0,0,6.067,-1.2562,13.833,0.0061,3237.2,-0.0,-1.0,1
CELL_058,25,2018,26,2018-06-25,0,0,0,9.628,-2.3566,14.268,0.2186,1560.4,-0.0,-1.0,1
CELL_059,25,2018,26,2018-06-25,0,0,0,3.439,-0.6022,14.188,0.2062,3130.3,-0.0,-1.0,1
CELL_060,25,2018,26,2018-06-25,0,0,0,1.24,0.8825,15.164,1.117,1976.9,-0.0,-1.0,1
CELL_061,25,2018,26,2018-06-25,0,0,0,5.562,-0.8464,13.057,1.1022,2823.4,-0.0,-1.0,1
CELL_062,25,2018,26,2018-06-25,0,0,0,5.191,-0.5784,12.628,0.7388,2827.3,-0.0,-1.0,1
CELL_063,25,2018,26,2018-06-25,0,0,0,5.432,-1.0671,14.732,0.4329,2514.5,-0.0,-1.0,1
CELL_064,25,2018,26,2018-06-25,0,0,0,7.267,-1.2419,13.952,-0.0364,1088.9,-0.0,-1.0,1
CELL_065,25,2018,26,2018-06-25,0,0,0,0.0,0.8702,13.592,0.9513,3473.0,-0.0,-1.0,1
CELL_066,25,2018,26,2018-06-25,0,0,0,4.746,-0.809,14.644,-0.0162,1826.5,-0.0,-1.0,1
CELL_067,25,2018,26,2018-06-25,0,0,0,5.167,-1.115,14.623,-0.3886,1396.9,-0.0,-1.0,1
